"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL2106548";"CLOMETOCILLIN";"CLOMETOCILLIN";"Small molecule";"0";"433.31";"";"";"2.31";"95.94";"5";"2";"0";"5";"N";"0.69";"3.26";"None";"2.22";"-1.22";"1";"MOL";"0";"27";"7";"2";"0";"432.0313";"ACID";"C17H18Cl2N2O5S";"COC(C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(Cl)c(Cl)c1"
"CHEMBL6273";"FLEROXACIN";"AM-833|FLEROXACIN|Megalone|RO 23-6240/000|Ro-236240";"Small molecule";"0";"369.34";"150";"482";"1.70";"65.78";"5";"1";"0";"4";"N";"0.89";"5.32";"5.99";"0.98";"-0.09";"2";"MOL";"0";"26";"6";"1";"0";"369.1300";"ACID";"C17H18F3N3O3";"CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1"
"CHEMBL2110804";"CADROFLOXACIN";"CADROFLOXACIN";"Small molecule";"0";"411.38";"";"";"2.57";"83.80";"6";"2";"0";"5";"N";"0.79";"5.59";"8.72";"0.33";"0.33";"2";"MOL";"0";"29";"7";"2";"0";"411.1406";"ZWITTERION";"C19H20F3N3O4";"C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1"
"CHEMBL268869";"SULFAMETHOXYPYRIDAZINE";"LEDERKYN|Midicel|SUCCINYLSULFATHI|SULFAMETHOXYPYRIDAZINE|SULFASUXIDINE|SULPHAMETHOXYPYRIDAZINE";"Small molecule";"4";"280.31";"23";"62";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"6.84";"2.02";"0.47";"-0.05";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"NEUTRAL";"C11H12N4O3S";"COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1"
"CHEMBL4301914";"CONTEZOLID ACEFOSAMIL";"";"Small molecule";"2";"530.35";"";"";"2.88";"142.72";"9";"1";"1";"7";"N";"0.42";"1.36";"None";"1.76";"-0.62";"2";"MOL";"0";"36";"12";"1";"2";"530.0814";"ACID";"C20H18F3N4O8P";"CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1"
"CHEMBL1632";"CEPHALOTHIN SODIUM";"38253|Averon|CEFALOTIN SODIUM|CEPHALOTHIN SODIUM|Cefalotin|Cephalothin|Keflin|Seffin|Synclotin|Toricelocin";"Small molecule";"4";"418.43";"34";"54";"0.59";"113.01";"7";"2";"0";"6";"N";"0.53";"3.43";"None";"0.02";"-3.38";"1";"MOL";"0";"26";"8";"2";"0";"396.0450";"ACID";"C16H15N2NaO6S2";"CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+]"
"CHEMBL3084803";"ASTROMICIN";"ASTROMICIN";"Small molecule";"0";"405.50";"106";"283";"-3.59";"192.54";"10";"6";"1";"6";"N";"0.26";"13.16";"9.80";"-3.96";"-9.73";"0";"MOL";"0";"28";"11";"10";"2";"405.2587";"BASE";"C17H35N5O6";"CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN"
"CHEMBL288149";"SUTEZOLID";"PNU-100480|SUTEZOLID|U 100480|U-100480";"Small molecule";"2";"353.42";"26";"83";"1.84";"61.88";"5";"1";"0";"4";"N";"0.89";"None";"None";"1.22";"1.22";"1";"MOL";"0";"24";"6";"1";"0";"353.1209";"NEUTRAL";"C16H20FN3O3S";"CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1"
"CHEMBL1200869";"METRONIDAZOLE HYDROCHLORIDE";"FLAGYL I.V.|Flagyl|METRONIDAZOLE HYDROCHLORIDE|SC-32642";"Small molecule";"4";"207.62";"";"";"0.09";"81.19";"5";"1";"0";"3";"N";"0.52";"None";"3.03";"-0.46";"-0.46";"1";"MOL";"0";"12";"6";"1";"0";"171.0644";"NEUTRAL";"C6H10ClN3O3";"Cc1ncc([N+](=O)[O-])n1CCO.Cl"
"CHEMBL6259";"DIFLOXACIN";"DIFLOXACIN";"Small molecule";"0";"399.40";"29";"118";"2.72";"65.78";"5";"1";"0";"3";"N";"0.73";"5.48";"6.42";"2.23";"1.44";"3";"MOL";"0";"29";"6";"1";"0";"399.1394";"ACID";"C21H19F2N3O3";"CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1"
"CHEMBL2110602";"CEPHACETRILE";"CEFACETRILE";"Small molecule";"0";"339.33";"10";"28";"-0.80";"136.80";"7";"2";"0";"5";"N";"0.49";"3.11";"None";"-1.78";"-5.25";"0";"MOL";"0";"23";"9";"2";"0";"339.0525";"ACID";"C13H13N3O6S";"CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1"
"CHEMBL1200820";"PIPERACILLIN SODIUM";"CL 227,193|CL-227193|Isipen|PIPERACILLIN|PIPERACILLIN SODIUM|PIPERACILLIN SODIUM SALT|PIPRIL|Pentacillin|Piperacil|Pipracil|T-1220";"Small molecule";"4";"539.55";"23";"28";"-0.24";"156.43";"7";"3";"1";"6";"N";"0.34";"3.49";"None";"-0.26";"-3.64";"1";"MOL";"0";"36";"12";"3";"2";"517.1631";"ACID";"C23H26N5NaO7S";"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)[O-])C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O.[Na+]"
"CHEMBL893";"DICLOXACILLIN";"BRL-1702|DICLOXACILLIN|Dicloxacillin|Dycill|Dynapen|Pathocil|R-13423";"Small molecule";"4";"470.33";"29";"233";"3.20";"112.74";"6";"2";"0";"4";"N";"0.66";"3.75";"None";"2.91";"-0.38";"2";"MOL";"0";"30";"8";"2";"0";"469.0266";"ACID";"C19H17Cl2N3O5S";"Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"
"CHEMBL262777";"VANCOMYCIN";"VANCOMYCIN|Vancoled|Vancomycin|Vancor";"Small molecule";"4";"1449.27";"360";"10076";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1447.4302";"None";"C66H75Cl2N9O24";"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O"
"CHEMBL2107636";"CEFAZEDONE";"CEFAZEDONE";"Small molecule";"0";"548.46";"1";"6";"1.85";"134.49";"10";"2";"1";"7";"N";"0.39";"3.00";"0.24";"1.11";"-2.37";"2";"MOL";"0";"33";"10";"2";"1";"546.9612";"ACID";"C18H15Cl2N5O5S3";"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1"
"CHEMBL3549904";"BUTIROSIN";"BUTIROSIN";"Small molecule";"0";"555.58";"4";"14";"-7.79";"311.71";"16";"12";"3";"10";"N";"0.12";"12.08";"9.61";"-7.95";"-13.85";"0";"MOL";"0";"38";"17";"16";"3";"555.2752";"BASE";"C21H41N5O12";"NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H]2O)[C@H]1O"
"CHEMBL3989441";"RAMOPLANIN A1";"RAMOPLANIN A1";"Protein";"0";"2540.07";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"2538.0194";"None";"C118H152ClN21O40";"CCC/C=C/C=C/C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]1C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@H](CCCN)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)N[C@H](c2ccc(O)cc2)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](CCCN)C(=O)N[C@@H](c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O)cc2)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](c2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](c2ccc(O)c(Cl)c2)C(=O)O[C@@H]1C(N)=O"
"CHEMBL2106397";"LEXITHROMYCIN";"LEXITHROMYCIN|WY-483 14";"Small molecule";"0";"762.98";"";"";"2.22";"198.43";"15";"5";"2";"8";"N";"0.18";"12.45";"9.08";"2.98";"1.30";"0";"MOL";"0";"53";"15";"5";"2";"762.4878";"BASE";"C38H70N2O13";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N/OC)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL404";"TAZOBACTAM";"CL 298,741|CL-298741|TAZOBACTAM|Tazobactam|YTR-830H";"Small molecule";"4";"300.30";"164";"876";"-1.52";"122.46";"7";"1";"0";"3";"N";"0.67";"2.86";"0.75";"-1.40";"-4.89";"1";"MOL";"0";"20";"9";"1";"0";"300.0528";"ACID";"C10H12N4O5S";"C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O"
"CHEMBL278255";"CLINAFLOXACIN";"CLINAFLOXACIN";"Small molecule";"0";"365.79";"69";"289";"2.36";"88.56";"5";"2";"0";"3";"N";"0.87";"5.45";"9.63";"-0.42";"-0.42";"2";"MOL";"0";"25";"6";"3";"0";"365.0942";"ZWITTERION";"C17H17ClFN3O3";"NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1"
"CHEMBL1208";"CINOXACIN";"64716|CINOXACIN|Cinobac|NSC-304467";"Small molecule";"4";"262.22";"38";"140";"0.84";"90.65";"6";"1";"0";"2";"N";"0.86";"4.93";"None";"1.72";"-0.72";"2";"MOL";"0";"19";"7";"1";"0";"262.0590";"ACID";"C12H10N2O5";"CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3"
"CHEMBL2107482";"THIPHENCILLIN POTASSIUM";"26383|THIPHENCILLIN POTASSIUM";"Small molecule";"0";"404.55";"";"";"1.41";"86.71";"5";"2";"0";"5";"N";"0.61";"3.48";"None";"1.24";"-2.14";"1";"MOL";"0";"24";"6";"2";"0";"366.0708";"ACID";"C16H17KN2O4S2";"CC1(C)S[C@@H]2[C@H](NC(=O)CSc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]"
"CHEMBL2105868";"ROLITETRACYCLINE NITRATE";"ROLITETRACYCLINE NITRATE";"Small molecule";"0";"590.59";"";"";"0.47";"170.87";"10";"6";"2";"4";"N";"0.30";"2.91";"8.18";"-2.81";"-2.93";"1";"MOL";"0";"38";"11";"6";"3";"527.2268";"ACID";"C27H34N4O11";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O=[N+]([O-])O"
"CHEMBL70088";"RITIPENEM";"RITIPENEM|Ritipenem";"Small molecule";"0";"288.28";"15";"53";"-0.71";"130.16";"6";"3";"0";"4";"N";"0.58";"3.77";"None";"-1.75";"-5.03";"0";"MOL";"0";"19";"8";"4";"0";"288.0416";"ACID";"C10H12N2O6S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12"
"CHEMBL2105911";"BAQUILOPRIM";"1380U|BAQUILOPRIM";"Small molecule";"0";"308.39";"";"";"2.15";"93.95";"6";"2";"0";"3";"N";"0.77";"None";"7.16";"2.54";"2.35";"3";"MOL";"0";"23";"6";"4";"0";"308.1749";"NEUTRAL";"C17H20N6";"Cc1cc(Cc2cnc(N)nc2N)c2cccnc2c1N(C)C"
"CHEMBL240163";"PAZUFLOXACIN";"PAZUFLOXACIN|T-3761";"Small molecule";"3";"318.30";"31";"73";"1.74";"94.55";"5";"2";"0";"2";"N";"0.88";"5.39";"8.16";"-1.06";"-1.09";"2";"MOL";"0";"23";"6";"3";"0";"318.1016";"ACID";"C16H15FN2O4";"C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23"
"CHEMBL316197";"SANFETRINEM";"SANFETRINEM";"Small molecule";"0";"281.31";"8";"9";"0.36";"87.07";"4";"2";"0";"3";"N";"0.73";"3.84";"None";"-0.54";"-3.79";"0";"MOL";"0";"20";"6";"2";"0";"281.1263";"ACID";"C14H19NO5";"CO[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21"
"CHEMBL1200779";"TROVAFLOXACIN MESYLATE";"CP-99,219-27|CP-99219-27|TROVAFLOXACIN MESYLATE|Trovafloxacin sulfate|Trovan";"Small molecule";"4";"512.47";"4";"17";"1.89";"101.45";"6";"2";"0";"3";"N";"0.68";"5.22";"9.44";"0.14";"0.14";"3";"MOL";"0";"30";"7";"3";"0";"416.1096";"ZWITTERION";"C21H19F3N4O6S";"CS(=O)(=O)O.N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12"
"CHEMBL576981";"TEBIPENEM";"TEBIPENEM";"Small molecule";"0";"383.50";"8";"33";"0.66";"93.44";"7";"2";"0";"4";"N";"0.69";"3.22";"6.27";"-2.10";"-3.17";"0";"MOL";"0";"25";"7";"2";"0";"383.0973";"ACID";"C16H21N3O4S2";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12"
"CHEMBL771";"CYCLOSERINE";"CYCLOSERINE|Cycloserine|NSC-154851|NSC-76029|Seromycin";"Small molecule";"4";"102.09";"79";"401";"-1.62";"64.35";"3";"2";"0";"0";"N";"0.39";"4.21";"8.36";"-2.42";"-2.42";"0";"MOL";"0";"7";"4";"3";"0";"102.0429";"ACID";"C3H6N2O2";"N[C@@H]1CONC1=O"
"CHEMBL1201080";"TRIMETHOPRIM HYDROCHLORIDE";"PRIMSOL|TRIMETHOPRIM HYDROCHLORIDE";"Small molecule";"4";"326.78";"";"";"1.26";"105.51";"7";"2";"0";"5";"N";"0.85";"None";"7.16";"1.28";"1.10";"2";"MOL";"0";"21";"7";"4";"0";"290.1379";"NEUTRAL";"C14H19ClN4O3";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl"
"CHEMBL1257096";"AVAROFLOXACIN";"ACORAFLOXACIN|AVAROFLOXACIN|JNJ-32729463-AAA|JNJ-Q2";"Small molecule";"2";"419.43";"22";"173";"2.96";"97.79";"6";"2";"0";"5";"N";"0.77";"5.52";"8.13";"-0.49";"-0.52";"2";"MOL";"0";"30";"7";"3";"0";"419.1657";"ACID";"C21H23F2N3O4";"COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL2103782";"ASPERLIN";"ASPERLIN|U-13,933";"Small molecule";"0";"212.20";"2";"2";"0.19";"65.13";"5";"0";"0";"2";"N";"0.48";"None";"None";"0.67";"0.67";"0";"MOL";"0";"15";"5";"0";"0";"212.0685";"NEUTRAL";"C10H12O5";"CC(=O)OC1C=CC(=O)OC1C1OC1C"
"CHEMBL22";"TRIMETHOPRIM";"BW 56-72|BW-56-72|IPRAL|LEDATRIM|MONOTRIM|NIH-204|NSC-106568|Polytrim|Primsol|Proloprim|Proloprin|SYRAPRIM|TCMDC-125538|TIEMPE|TRIMETHOPRIM|TRIMOGAL|TRIMOPAN|TRIMPEX 200|TRIPRIMIX 200|Trimpex";"Small molecule";"4";"290.32";"238";"1896";"1.26";"105.51";"7";"2";"0";"5";"N";"0.85";"None";"7.16";"1.28";"1.10";"2";"MOL";"0";"21";"7";"4";"0";"290.1379";"NEUTRAL";"C14H18N4O3";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC"
"CHEMBL2104456";"CEFAZAFLUR SODIUM";"CEFAZAFLUR SODIUM|SK&F 59962";"Small molecule";"0";"492.46";"";"";"0.29";"130.31";"10";"2";"0";"7";"N";"0.42";"3.13";"None";"0.86";"-2.60";"1";"MOL";"0";"29";"10";"2";"0";"470.0113";"ACID";"C13H12F3N6NaO4S3";"Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1.[Na+]"
"CHEMBL1237046";"ROLITETRACYCLINE";"ROLITETRACYCLINE|SO 15,659|Syntetrin";"Small molecule";"0";"527.57";"14";"47";"0.47";"170.87";"10";"6";"2";"4";"N";"0.30";"2.91";"8.18";"-2.81";"-2.93";"1";"MOL";"0";"38";"11";"6";"3";"527.2268";"ACID";"C27H33N3O8";"CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL1358619";"NIFURALDEZONE";"NF-84|NIFURALDEZONE";"Small molecule";"0";"226.15";"6";"7";"-0.88";"140.83";"6";"2";"0";"3";"N";"0.30";"10.86";"None";"-0.65";"-0.65";"1";"MOL";"0";"16";"9";"3";"0";"226.0338";"NEUTRAL";"C7H6N4O5";"NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1"
"CHEMBL3989459";"LENAPENEM";"LENAPENEM";"Small molecule";"0";"399.51";"";"";"-0.43";"122.13";"7";"5";"0";"8";"N";"0.35";"3.38";"10.59";"-4.85";"-6.95";"0";"MOL";"0";"27";"8";"5";"0";"399.1828";"ZWITTERION";"C18H29N3O5S";"CNCC[C@@H](O)[C@@H]1C[C@H](SC2=C(C(=O)O)N3C(=O)[C@H]([C@@H](C)O)[C@H]3[C@H]2C)CN1"
"CHEMBL2103764";"CEFETAMET";"CEFETAMET|CEFETAMET PIVOXIL HYDROCHLORIDE";"Small molecule";"0";"397.44";"7";"38";"-0.17";"147.21";"9";"3";"0";"5";"N";"0.35";"2.72";"3.61";"-0.65";"-3.35";"1";"MOL";"0";"26";"10";"4";"0";"397.0515";"ACID";"C14H15N5O5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1"
"CHEMBL2146085";"SISOMICIN SULFATE";"";"Small molecule";"0";"545.61";"4";"5";"-3.85";"213.72";"12";"8";"2";"6";"N";"0.20";"12.55";"9.59";"-4.32";"-11.46";"0";"MOL";"-1";"31";"12";"12";"2";"447.2693";"BASE";"C19H39N5O11S";"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O"
"CHEMBL2105869";"ROSARAMICIN SODIUM PHOSPHATE";"ROSAMICIN SODIUM PHOSPHATE|ROSARAMICIN SODIUM PHOSPHATE|SCH 14947.NAH2P04";"Small molecule";"0";"701.72";"";"";"2.67";"135.13";"10";"2";"1";"6";"N";"0.27";"12.82";"7.68";"2.68";"2.21";"0";"MOL";"0";"41";"10";"2";"1";"581.3564";"NEUTRAL";"C31H53NNaO13P";"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@]2(C)O[C@H]2[C@@H]1C.O=P([O-])(O)O.[Na+]"
"CHEMBL1743";"CEFDITOREN";"CEFDITOREN|Cefditoren";"Small molecule";"0";"506.59";"1";"2";"1.29";"160.10";"11";"3";"2";"7";"N";"0.29";"2.27";"3.69";"-0.16";"-2.69";"2";"MOL";"0";"33";"11";"4";"2";"506.0501";"ACID";"C19H18N6O5S3";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1"
"CHEMBL267648";"PEFLOXACIN";"1589 RB|EU-5306|PEFLOXACIN";"Small molecule";"4";"333.36";"138";"529";"1.61";"65.78";"5";"1";"0";"3";"N";"0.92";"5.50";"6.44";"0.75";"-0.02";"2";"MOL";"0";"24";"6";"1";"0";"333.1489";"ACID";"C17H20FN3O3";"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21"
"CHEMBL1200510";"ERYTHROMYCIN STEARATE";"Bristamycin|ERYPAR|ERYTHROCIN 500|ERYTHROCIN ACNE PACK|ERYTHROCIN STEARATE|ERYTHROMYCIN STEARATE|ETHRIL 250|ETHRIL 500|Erythrocin|PFIZER-E|WYAMYCIN S";"Small molecule";"4";"1018.42";"3";"5";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"NEUTRAL";"C55H103NO15";"CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL285347";"BIAPENEM";"BIAPENEM|CL 186,815|CL-186815|L-627|LJ C10,627|LJ-C10627|LJC-10627";"Small molecule";"1";"350.40";"23";"117";"-1.89";"102.37";"7";"1";"0";"4";"N";"0.50";"3.31";"None";"-6.06";"-5.44";"1";"MOL";"0";"24";"8";"1";"0";"350.1049";"ACID";"C15H18N4O4S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12"
"CHEMBL1605";"CEFTIBUTEN";"7432-S|ACHN-383|ACHN383|CEFTIBUTEN|CEFTIBUTEN DIHYDRATE|Cedax|Ceftibuten|Ceftibuten dihydrate|SCH 39720|SCH-39720|Seftem";"Small molecule";"4";"410.43";"17";"109";"-0.05";"162.92";"8";"4";"0";"6";"N";"0.37";"2.85";"4.68";"-1.48";"-6.83";"1";"MOL";"0";"27";"10";"5";"0";"410.0355";"ACID";"C15H14N4O6S2";"Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1"
"CHEMBL1210954";"BALOFLOXACIN";"BALOFLOXACIN";"Small molecule";"0";"389.43";"12";"41";"2.37";"83.80";"6";"2";"0";"5";"N";"0.82";"5.49";"9.56";"-0.44";"-0.43";"2";"MOL";"0";"28";"7";"2";"0";"389.1751";"ZWITTERION";"C20H24FN3O4";"CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1"
"CHEMBL2110623";"CEFAZAFLUR";"CEFAZAFLUR";"Small molecule";"0";"470.48";"8";"17";"0.29";"130.31";"10";"2";"0";"7";"N";"0.42";"3.13";"None";"0.86";"-2.60";"1";"MOL";"0";"29";"10";"2";"0";"470.0113";"ACID";"C13H13F3N6O4S3";"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1"
"CHEMBL2105992";"CARBENICILLIN POTASSIUM";"CARBENICILLIN POTASSIUM|GS-3159";"Small molecule";"0";"416.50";"";"";"0.49";"124.01";"5";"3";"0";"5";"N";"0.50";"3.11";"None";"0.82";"-5.91";"1";"MOL";"0";"26";"8";"3";"0";"378.0886";"ACID";"C17H17KN2O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]"
"CHEMBL2105651";"RADEZOLID HYDROCHLORIDE";"AND RX-01_667|RADEZOLID HYDROCHLORIDE|RX-103|RX-1741|RX-O1_667";"Small molecule";"0";"474.92";"";"";"2.36";"112.24";"6";"3";"0";"8";"N";"0.50";"8.56";"7.46";"1.29";"1.14";"3";"MOL";"0";"32";"9";"3";"0";"438.1816";"NEUTRAL";"C22H24ClFN6O3";"CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1.Cl"
"CHEMBL273348";"TOSUFLOXACIN";"ABBOTT-61827|Ozex|TOSUFLOXACIN|TOSUFLOXACIN TOSILATE";"Small molecule";"0";"404.35";"154";"740";"2.04";"101.45";"6";"2";"0";"3";"N";"0.69";"5.22";"9.63";"0.47";"0.47";"3";"MOL";"0";"29";"7";"3";"0";"404.1096";"ZWITTERION";"C19H15F3N4O3";"NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1"
"CHEMBL1628385";"PROCAINE BENZYLPENICILLIN";"BICILLIN|CILICAINE SYRINGE|DEPOCILLIN|E707|PROCAINE BENZYLPENICILLIN";"Small molecule";"4";"570.71";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"570.2512";"None";"C29H38N4O6S";"CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1"
"CHEMBL1200388";"CLOXACILLIN SODIUM";"BRL-1621|CLOXACILLIN SODIUM|CLOXACILLIN SODIUM HYDRATE|CLOXACILLIN SODIUM SALT MONOHYDRATE|Cloxapen|Dariclox|Ekvacillin|Orbenin|P-25|Tegopen";"Small molecule";"4";"475.89";"6";"9";"2.55";"112.74";"6";"2";"0";"4";"N";"0.71";"3.75";"None";"2.30";"-0.98";"2";"MOL";"0";"29";"8";"2";"0";"435.0656";"ACID";"C19H19ClN3NaO6S";"Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]"
