SMILES,Name,hit
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,FENBENDAZOLE,0.0
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,EZETIMIBE,0.0
CCNC(=O)C=Cc1cccc(Br)c1,CINROMIDE,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,NICLOSAMIDE,0.0
Cl.NCCc1c[nH]c2ccc(O)cc12,SEROTONIN HYDROCHLORIDE,0.0
CCCCCCCCC(=O)O,PELARGONIC ACID,0.0
CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CARBIDOPA,0.0
CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,ALVERINE CITRATE,0.0
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,DYCLONINE HYDROCHLORIDE,0.0
CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,CEFUROXIME AXETIL,0.0
O=C1c2c(O)cccc2Cc2cccc(O)c21,ANTHRALIN,0.0
OCC(O)C(O)CO,ERYTHRITOL,0.0
CCCCCCCCCCCCCCCC(=O)OCC(O)C1OC(=O)C(O)=C1O,ASCORBYL PALMITATE,0.0
CCC1(C2=NCCN2)Cc2ccccc2O1.Cl,EFAROXAN HYDROCHLORIDE,0.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,CYPERMETHRIN,0.0
CC=Cc1ccc2c(c1)OCO2,ISOSAFROLE,0.0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,TETRACAINE HYDROCHLORIDE,0.0
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,BUTOCONAZOLE,0.0
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl,DROFENINE HYDROCHLORIDE,0.0
CC(C)=CCc1c2c(c3occ(-c4ccc(O)cc4)c(=O)c3c1O)C=CC(C)(C)O2,OSAJIN,0.0
CCN(CC)Cc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O.Cl.Cl,AMODIAQUINE DIHYDROCHLORIDE,0.0
CC(=O)O.N=C(N)NN=Cc1c(Cl)cccc1Cl,GUANABENZ ACETATE,0.0
CC(C)=CCCC(C)=CCO,NEROL,0.0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,CAFFEINE,0.0
COC1=CC(=O)c2ccccc2C1=O,LAWSONE METHYL ETHER,0.0
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2],ZINC UNDECYLENATE [4mM],0.0
COc1cc2occc2c2oc(=O)ccc12,ISOBERGAPTEN,0.0
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,PROMAZINE HYDROCHLORIDE,0.0
CC(C)=CCCC(C)=CCOc1ccc2ccc(=O)oc2c1,AURAPTENE,0.0
c1ccc2c(c1)Nc1ccccc1S2,PHENOTHIAZINE,0.0
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],PALMATINE CHLORIDE,0.0
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,FLUFENAMIC ACID,0.0
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,MESTRANOL,0.0
CCC1(CC)C(=O)NC(=O)NC1=O,BARBITAL,0.0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,TERFENADINE,0.0
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.COS(=O)(=O)[O-],NEOSTIGMINE METHYLSULFATE,0.0
O=C([O-])C(O)C(O)C(O)C(O)CO.[Na+],SODIUM GLUCONATE,0.0
CC(=O)Nc1ccc(OC(C)=O)cc1,DIACETAMATE,0.0
O.O=C(O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,YOHIMBIC ACID HYDRATE,0.0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,LETROZOLE,0.0
COc1cc2c(c3ccccc13)OC(C)(C)C=C2,LAPACHENOL,0.0
O=C1C=C(O)C(=O)c2ccccc21,LAWSONE,0.0
O=C(O)c1cccc(C(=O)O)n1,DIPICOLINIC ACID,0.0
CON=C1CC2(CC3CC(CC=C(C)CC(C)C=CC=C4COC5C(O)C(C)=CC(C(=O)O3)C45O)O2)OC(C(C)=CC(C)C)C1C,MOXIDECTIN,0.0
N#CCCN.O=C(O)C=CC(=O)O,3-AMINOPROPIONITRILE FUMARATE,0.0
COC1C(=O)C2(C)C(OC)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,CABAZITAXEL,0.0
O=C(CCCCCCCC(=O)NCCO)NCCO,ADELMIDROL,0.0
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O.Cl,KASUGAMYCIN HYDROCHLORIDE,0.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,BUSULFAN,0.0
COc1ccc2c(c1)OC1c3ccc(OC)cc3OCC21,HOMOPTEROCARPIN,0.0
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,AZASERINE,0.0
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,AMCINONIDE,0.0
CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)[O-])C21.[Na+],PRAVASTATIN SODIUM,0.0
CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CHOLESTAN-3-ONE,0.0
O=C(Oc1cccc2cccnc12)c1ccccc1,BENZOXIQUINE,0.0
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,DIMETHICONE (1%/ DMSO),0.0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,SULFISOXAZOLE,0.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,GOSSYPIN,0.0
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,ENOXOLONE,0.0
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,GLYBURIDE,0.0
O=C(O)C=CC=Cc1ccccc1,JUAREZIC ACID,0.0
Nc1nc(N)nc(NC2CC2)n1,CYROMAZINE,0.0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl,TERAZOSIN HYDROCHLORIDE,0.0
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,ARTESUNATE,0.0
CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,ISOPROTERENOL HYDROCHLORIDE,0.0
CN(C)CCS,CAPTAMINE,0.0
CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,GRAMICIDIN (gramicidin A shown),0.0
COc1c(O)cc(O)cc1O,IRETOL,0.0
Cc1cc(O)c2c(c1)Cc1cccc(O)c1C2=O,CHRYSAROBIN,0.0
Cc1cccc(C)c1OCC(C)N.Cl,MEXILETINE HYDROCHLORIDE,0.0
CCC1(c2ccccc2)C(=O)NCNC1=O,PRIMIDONE,0.0
CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC(=O)c6ccccc6)C(C)(C)C5CCC43C)C2C1,beta-AMYRIN BENZOATE,0.0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,PENTAMIDINE ISETHIONATE,0.0
COc1ccc2c(c1)[nH]c1c(C)nccc12,HARMINE,0.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,PHENOLPHTHALEIN,0.0
COc1ccc(C=CC(=O)c2cc(O)ccc2O)cc1,"2',5'-DIHYDROXY-4-METHOXYCHALCONE",0.0
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,CLOFAZIMINE,0.0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,PHENOTHRIN,0.0
CC(=O)CCc1ccc(OC(C)=O)cc1,CUELURE,0.0
C=CC(C)(O)CCC=C(C)CCC=C(C)C,NEROLIDOL,0.0
CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,PENTAGASTRIN,0.0
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12.Cl,NAFTIFINE HYDROCHLORIDE,0.0
O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,LACTOBIONIC ACID,0.0
Cc1cc(=O)oc2cc(O)ccc12,HYMECHROME,0.0
Cc1nccc2c1[nH]c1cc(O)ccc12,HARMOL,0.0
CC(=O)O[PbH2]OC(C)=O,LEAD ACETATE,0.0
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,SULFAMETHIZOLE,0.0
COc1ccc2c(=O)cc(-c3ccccc3)oc2c1OC,"7,8-DIMETHOXYFLAVONE",0.0
CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC,OMEGA-3-ACID ESTERS (EPA shown),0.0
C=CCc1ccc(OC)cc1,ESTRAGOLE,0.0
O=c1c(O)cccc2cc(O)c(O)c(O)c12,PURPUROGALLIN,0.0
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,AMLEXANOX,0.0
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,ALBUTEROL,0.0
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,CYTARABINE,0.0
C=CCc1ccccc1OCC(O)CNC(C)C.Cl,ALPRENOLOL HYDROCHLORIDE,0.0
COC(=O)c1c(C)cc(OC)cc1O,SPARASSOL,0.0
CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C,FUCOSTANOL,0.0
O=C(C=Cc1ccc(O)cc1)c1ccccc1O,"2',4-DIHYDROXYCHALCONE",0.0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,EBASTINE,0.0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,PROGESTERONE,0.0
O=C(Nc1ccccc1)Nc1ccccc1,DIPHENYLUREA,0.0
COc1ccc(-c2coc3cc(OC)ccc3c2=O)c(O)c1,"7,4'-DIMETHOXY-2'-HYDROXY-ISOFLAVONE",0.0
CC1=CC(=O)[N-]S(=O)(=O)O1.[K+],ACESULFAME POTASSIUM,0.0
O=P1(NCCCl)OCCCN1CCCl,IFOSFAMIDE,0.0
COc1c2occc2cc2ccc(=O)oc12,METHOXSALEN,0.0
CCC(CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)CC2N(C)C1.O=C(O)C=CC(=O)O,METHYSERGIDE MALEATE,0.0
Cl.NCCCC(=O)O,gamma-AMINOBUTYRIC ACID HYDROCHLORIDE,0.0
CC(S)C(=O)NCC(=O)O,TIOPRONIN,0.0
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,DAPAGLIFLOZIN,0.0
COC1CC(OC2C(C)OC(OC3C(C)=CCC4CC(CC5(C=CC(C)C(C6CCCCC6)O5)O4)OC(=O)C4C=C(C)C(O)C5OCC(=CC=CC3C)C45O)CC2OC)OC(C)C1O,DORAMECTIN,0.0
COc1ccc(CC(=O)c2ccc(O)cc2O)cc1,ONONETIN,0.0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,TELMISARTAN,0.0
CNCCC(Oc1cccc2ccccc12)c1cccs1.Cl,DULOXETINE HYDROCHLORIDE,0.0
COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,TRANILAST,0.0
CN(C)CCCN1c2ccccc2CCc2ccccc21.Cl,IMIPRAMINE HYDROCHLORIDE,0.0
CC1(O)CCOC(=O)C1,MEVALONIC ACID LACTONE,0.0
CC1(C)C2CCC1(C)C(O)C2,BORNEOL,0.0
COC1=C(CC=C(C)C)C(=O)c2ccccc2C1=O,LAPACHOL METHYL ETHER,0.0
Cl.N=C(N)NN,PIMAGEDINE HYDROCHLORIDE,0.0
COc1cc(C=CC(=O)N2CCCCCCC2)cc(OC)c1OC,CINOCTRAMIDE,0.0
CC(C)=CC1C(C(=O)O)C1(C)C,CHRYSANTHEMIC ACID,0.0
COc1cc2c(cc1OC)C(=O)OC2,METAMECONINE,0.0
CCOc1cc(C=O)ccc1O,ETHYL VANILLIN,0.0
Cl.Nc1c2c(nc3ccccc13)CCCC2,TACRINE HYDROCHLORIDE,0.0
COc1cc(OC)c(OC)cc1C=O,ASARYLALDEHYDE,0.0
O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg]O)c([O-])c(Br)cc12.[Na+].[Na+],MERBROMIN,0.0
O=C(O)C1C(=CCO)OC2CC(=O)N21.[LiH],CLAVULANATE LITHIUM,0.0
C=CC1CN2CCC1CC2C(OC(=O)OCC)c1ccnc2ccc(OC)cc12,QUININE ETHYL CARBONATE,0.0
CC(=O)NC(CC(C)C)C(=O)O,ACETYL-L-LEUCINE,0.0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],NIFEDIPINE,0.0
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,PREDNISOLONE HEMISUCCINATE,0.0
CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,DECOQUINATE [5mM],0.0
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CC(=O)C3(C)C1C2C,HECOGENIN,0.0
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,FENOFIBRIC ACID,0.0
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BETAMETHASONE ACETATE,0.0
CN(CCCl)CCCl,MECHLORETHAMINE,0.0
OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,PENFLURIDOL,0.0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,PERPHENAZINE,0.0
CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CC(OC5OC(CO)C(O)C(O)C5O)C5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23C)O1,ASTRAGALOSIDE IV,0.0
NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,KETOROLAC TROMETHAMINE,0.0
CN1C(=O)OC(C)(C)C1=O,TRIMETHADIONE,0.0
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],HOMIDIUM BROMIDE,0.0
C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,BETULIN,0.0
CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,INDINAVIR SULFATE,0.0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,AZELASTINE HYDROCHLORIDE,0.0
OCCSCCO,THIODIGLYCOL,0.0
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O.O=S(=O)(O)O,PAROMOMYCIN SULFATE,0.0
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,NORGESTIMATE,0.0
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,GLYCOCHOLIC ACID,0.0
O=C(O)c1ccc[n+]([O-])c1,OXINIACIC ACID,0.0
COc1c(-c2ccccc2)oc2c(ccc3ccoc32)c1=O,KARANJIN,0.0
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,ATAZANAVIR SULFATE,0.0
CC(C)=CCCC(C)=CCCC(C)=CCO,"trans,trans-FARNESOL",0.0
O=C(c1cccnc1)N1CCOCC1,NICOPHOLINE,0.0
O=C(C=Cc1ccccc1)c1ccc(O)cc1O,"2',4'-DIHYDROXYCHALCONE",0.0
CCOC(=O)c1c(C)cc(OC)cc1O,ETHYL EVERNINATE,0.0
CC(C)NCC(O)COc1cccc2[nH]ccc12,PINDOLOL,0.0
CCCc1ncc(C[n+]2ccccc2C)c(N)n1.[Cl-],AMPROLIUM,0.0
NC(CSCSCC(N)C(=O)O)C(=O)O,DJENKOLIC ACID,0.0
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,TIOCONAZOLE,0.0
Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,ANAGRELIDE HYDROCHLORIDE,0.0
CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,EUPHOL,0.0
COc1cc(O)c2c(=O)cc(C)oc2c1CC=C(C)C,HETEROPEUCENIN METHYL ETHER,0.0
CCCCOC(=O)CCCCCCC(=O)OCCCC,DIBUTYL SUBERATE,0.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,INDOMETHACIN,0.0
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C=CBr,BRIVUDINE,0.0
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,CHLORALOSE,0.0
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,AMIODARONE HYDROCHLORIDE,0.0
Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,CLEMIZOLE HYDROCHLORIDE,0.0
C=C1CCC(=O)C(C)CCC2C1CC2(C)C,DIHYDROCARYOPHYLLEN-5-ONE,0.0
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1.O=C(O)C=CC(=O)O,ROSIGLITAZONE MALEATE,0.0
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,HARMALINE,0.0
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,RIVASTIGMINE TARTRATE,0.0
CC#CCN1C(N2CCCC(N)C2)=NC2C1C(=O)N(Cc1nc(C)c3ccccc3n1)C(=O)N2C,LINAGLIPTIN,0.0
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,ASIATICOSIDE,0.0
CCC(C)C(N)C(=O)O,ISOLEUCINE (L),0.0
CC(=O)Nc1ncc([N+](=O)[O-])s1,NITHIAMIDE,0.0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,EMODIN,0.0
NS(=O)(=O)c1ccc(C(=O)O)cc1,CARZENIDE,0.0
CC1CCC2(OC1)OC1CC3C4CCC5CC(O)CCC5(C)C4CCC3(C)C1C2C,SARSASAPOGENIN,0.0
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],HOMATROPINE METHYLBROMIDE,0.0
COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(O)=CC(=O)CC1C,GRISEOFULVIC ACID,0.0
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(O)C(O)C1C(C)(C)CCC(O)C12C,DESACETYLCOLFORSIN,0.0
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,NIMESULIDE,0.0
CC(=O)OC1CCC2(C)C(CCC3(C)C2C2OC2C24OC(=O)C5(CCC(C)C(C)C52)CCC34C)C1(C)C,11(12)-EPOXY-URSOLOLACTONE ACETATE,0.0
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,NITROMIDE,0.0
CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,PICROTIN,0.0
COc1ccc(O)c(C(C)(C)C)c1,BUTYLATED HYDROXYANISOLE,0.0
CCOc1ccccc1C(N)=O,ETHENZAMIDE,0.0
CC(=O)OC1CCC2(C)C(CCC3C4CC=C(C(C)=O)C4(C)CCC32)C1,3-beta-ACETOXYALLOPREG-16-EN-20-ONE,0.0
CC(=O)Oc1ccc(O)cc1,4-ACETOXYPHENOL,0.0
CNCc1ccccc1.Cl,N-METHYLBENZYLAMINE HYDROCHLORIDE,0.0
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,SOTALOL HYDROCHLORIDE,0.0
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,KETANSERIN,0.0
Cl.Cl.NCCSSCCN,CYSTAMINE DIHYDROCHLORIDE,0.0
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,BROMPERIDOL,0.0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,PHENOLSULFONPHTHALEIN,0.0
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,MYCOPHENOLATE MOFETIL,0.0
CC12C(=O)OC(=O)C1(C)C1CCC2O1,CANTHARIDIN,0.0
CC1=NN(c2ccccc2)C(=O)C1,EDARAVONE,0.0
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,PROPAFENONE HYDROCHLORIDE,0.0
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O.O.O,DIIODOTYROSINE DIHYDRATE,0.0
CC1(C)OC2CC(=O)OCC23C1CC(=O)C1(C)C3CCC2(C)C(c3ccoc3)OC(=O)C3OC321,LIMONIN,0.0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,OLANZAPINE,0.0
COc1ccccc1O,GUAIACOL,0.0
OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,MELIBIOSE,0.0
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1,AMLODIPINE BESYLATE,0.0
C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,BETULINIC ACID,0.0
C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1cc2ccccc2cc1O,BEPHENIUM HYDROXYNAPTHOATE,0.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,SINENSETIN,0.0
CC1CCC(C(C)C)C(=O)C1,MENTHONE,0.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,GEFITINIB,0.0
COc1ccc(-c2coc3cc(OC(C)=O)cc(OC(C)=O)c3c2=O)cc1,BIOCHANIN A DIACETATE,0.0
COc1ccc2c(c1)OCc1c-2oc2cc(OC)ccc12,DEHYDROVARIABILIN,0.0
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,MEBHYDROLIN,0.0
CCC1(c2ccccc2)NC(=O)N(C)C1=O,MEPHENYTOIN,0.0
Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,PROCYCLIDINE HYDROCHLORIDE,0.0
O=C(C=Cc1ccc(O)cc1)c1ccccc1,4-HYDROXYCHALCONE,0.0
OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,PICEID,0.0
O=C(OCc1ccccc1)c1ccccc1,BENZYL BENZOATE,0.0
COc1cc(OC)c2c(=O)c(O)c(-c3ccc(OC)c(OC)c3)oc2c1,"QUERCETIN 5,7,3',4'-TETRAMETHYL ETHER",0.0
NS(=O)(=O)Cc1noc2ccccc12,ZONISAMIDE,0.0
COc1ccc(C(=O)c2ccccc2O)c(O)c1,DIOXYBENZONE,0.0
Cl.Cl.Cl.NCCCCNCCCN,SPERMIDINE TRIHYDROCHLORIDE,0.0
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1.O=S(=O)(O)O,VINBLASTINE SULFATE,0.0
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,CHOLECALCIFEROL,0.0
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1.Cl,URAPIDIL HYDROCHLORIDE,0.0
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,TACROLIMUS,0.0
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1.[Br-],GLYCOPYRROLATE,0.0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,BETAMETHASONE,0.0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,TANGERITIN,0.0
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,DIOSGENIN,0.0
NCCC(=O)NC(Cc1c[nH]cn1)C(=O)O,CARNOSINE,0.0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,DEXIBUPROFEN,0.0
Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,CLOPERASTINE HYDROCHLORIDE,0.0
CC1CCC(C(C)C)C(O)C1,LEVOMENTHOL,0.0
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,EUPARIN,0.0
CCCCCCCCCCCCCCCC(=O)OCC(O)CO,1-MONOPALMITIN,0.0
COc1ccc(C(=O)c2ccccc2)c(O)c1,OXYBENZONE,0.0
C[n+]1cccc(C(=O)[O-])c1,TRIGONELLINE,0.0
O=C([O-])Cc1ccccc1.[Na+],SODIUM PHENYLACETATE,0.0
CCNC(=O)CCC(N)C(=O)[O-].[K+],THEANINE POTASSIUM,0.0
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,MIFEPRISTONE,0.0
CCCNC1CCc2nc(N)sc2C1.Cl.Cl,PRAMIPEXOLE DIHYDROCHLORIDE,0.0
