Name,SMILES,hit_inh,hit_kill
propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0.0,0.0
"2-ethyl-1,3-hexanediol","CCC[C@@H](O)[C@@H](CC)CO |&1:3,&2:5,r|",0.0,0.0
ibrutinib,Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C,0.0,0.0
dichlorisone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C |c:19,t:15|",0.0,0.0
darunavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,0.0,0.0
guaiacol,COc1ccccc1O,0.0,0.0
DMP-777,CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1,0.0,0.0
1-phenylbiguanide,NC(N)=NC(=N)Nc1ccccc1,0.0,0.0
nemiralisib,CC(C)N1CCN(Cc2cnc(o2)-c2cc(cc3[nH]ncc23)-c2cccc3[nH]ccc23)CC1,0.0,0.0
amrinone,Nc1cc(c[nH]c1=O)-c1ccncc1,0.0,0.0
AZD1446,"Clc1ccc(o1)C(=O)N1C[C@H]2CNC[C@@H]2C1 |&1:10,&2:14,r|",0.0,0.0
cinepazide,COc1cc(\C=C\C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,0.0,0.0
homatropine,"CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@@H](O)c1ccccc1 |a:2,5,7,&1:12,THB:9:7:1:3.4|",0.0,0.0
cis-ACPD,"[H][C@]1(CC[C@@](N)(C1)C(O)=O)C(O)=O |&1:1,4,r|",0.0,0.0
ATB-346,"COc1ccc2cc(ccc2c1)[C@@H](C)C(=O)Oc1ccc(cc1)C(N)=S |&1:12,r|",0.0,0.0
"1,4-butanediol",OCCCCO,0.0,0.0
AZD3759,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C,0.0,0.0
crenigacestat,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@H]1c2ccccc2-c2cccnc2N(CCO)C1=O,0.0,0.0
astaxanthin,"C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C |c:9,34|",0.0,0.0
quipazine,C1CN(CCN1)c1ccc2ccccc2n1,0.0,0.0
CD-437,OC(=O)c1ccc2cc(ccc2c1)-c1ccc(O)c(c1)C12CC3CC(CC(C3)C1)C2,0.0,0.0
A77636,NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2,0.0,0.0
AS-604850,FC1(F)Oc2ccc(\C=C3/SC(=O)NC3=O)cc2O1,0.0,0.0
estradiol-valerate,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,0.0,0.0
"hydrastine-(1R,9S)",COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3cc12,0.0,0.0
sulfatinib,CN(C)CCNS(=O)(=O)Cc1cccc(Nc2nccc(Oc3ccc4[nH]c(C)cc4c3)n2)c1,0.0,0.0
sulfacetamide,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0,0.0
tributyrin,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,0.0,0.0
cortisone-acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C |t:15|,0.0,0.0
PSNCBAM-1,Clc1ccc(NC(=O)Nc2cccc(c2)-c2cccc(n2)N2CCCC2)cc1,0.0,0.0
roxatidine-acetate,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0.0,0.0
iopodic-acid,CN(C)\C=N\c1c(I)cc(I)c(CCC(O)=O)c1I,0.0,0.0
D-4476,NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccc2OCCOc2c1)-c1ccccn1,0.0,0.0
BU-239,C1CN=C(N1)c1cnc2ccccc2n1 |c:2|,0.0,0.0
RX-3117,Nc1ccn([C@H]2[C@H](O)[C@H](O)C(CO)=C2F)c(=O)n1 |c:12|,0.0,0.0
oleamide,CCCCCCCC\C=C/CCCCCCCC(N)=O,0.0,0.0
itraconazole,"CC[C@H](C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O |&1:26,29,&2:2|",0.0,0.0
flumazenil,CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21,0.0,0.0
L-838417,Cn1ncnc1COc1nn2c(nnc2cc1C(C)(C)C)-c1cc(F)ccc1F,0.0,0.0
AM-404,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)Nc1ccc(O)cc1,0.0,0.0
tiaprofenic-acid,"C[C@@H](C(O)=O)c1ccc(s1)C(=O)c1ccccc1 |&1:1,r|",0.0,0.0
edaglitazone,"Cc1oc(nc1CCOc1ccc(C[C@@H]2SC(=O)NC2=O)c2sccc12)-c1ccccc1 |&1:14,r|",0.0,0.0
altanserin,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=S)[nH]c3ccccc3c2=O)CC1,0.0,0.0
CFI-402257,Cc1cc(ccc1C(=O)NC1CC1)-c1cnn2c(NC[C@H]3C[C@@](C)(O)C3)cc(Oc3cccnc3)nc12 |r|,0.0,0.0
nornicotine,C1CN[C@H](C1)c1cccnc1 |r|,0.0,0.0
ronidazole,Cn1c(COC(N)=O)ncc1[N+]([O-])=O,0.0,0.0
carbaril,CNC(=O)Oc1cccc2ccccc12,0.0,0.0
argatroban,"C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)c1cccc2C[C@@H](C)CNc12 |a:1,5,12,&1:30|",0.0,0.0
chlorindanol,Oc1ccc(Cl)c2CCCc12,0.0,0.0
bromisoval,"CC(C)[C@@H](Br)C(=O)NC(N)=O |&1:3,r|",0.0,0.0
natamycin,"C[C@H]1O[C@@H](O[C@@H]2C[C@@H]3O[C@@](O)(C[C@H](O)[C@H]3C(O)=O)C[C@@H](O)C[C@H]3O[C@@H]3\C=C\C(=O)O[C@H](C)C\C=C\C=C\C=C\C=C\2)[C@@H](O)[C@@H](N)[C@@H]1O |t:27,35,37,39,41|",0.0,0.0
CID-2745687,COC(=O)c1cnn(c1\C=N\NC(=S)NC(C)(C)C)-c1ccc(F)cc1F,0.0,0.0
mecarbinate,CCOC(=O)c1c(C)n(C)c2ccc(O)cc12,0.0,0.0
tamoxifen,CC\C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0,0.0
AZ3146,COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1,0.0,0.0
carbetocin,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,0.0,0.0
aphidicolin,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO,0.0,0.0
"L-655,708",CCOC(=O)c1ncn-2c1[C@@H]1CCCN1C(=O)c1cc(OC)ccc-21,0.0,0.0
TC2559,CCOc1cncc(\C=C\CCNC)c1,0.0,0.0
TG-02,CN1C\C=C\CCOc2cccc(c2)-c2ccnc(Nc3cccc(C1)c3)n2 |t:3|,0.0,0.0
ML228,C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1,0.0,0.0
etifenin,CCc1cccc(CC)c1NC(=O)CN(CC(O)=O)CC(O)=O,0.0,0.0
avasimibe,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C,0.0,0.0
seladelpar,CCO[C@H](COc1ccc(cc1)C(F)(F)F)CSc1ccc(OCC(O)=O)c(C)c1,0.0,0.0
azelastine,CN1CCC[C@@H](CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O |&1:5|,0.0,0.0
fosfluconazole,OP(O)(=O)OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.0,0.0
ACT-462206,COc1ccc(cc1)S(=O)(=O)N1CCC[C@H]1C(=O)Nc1cc(C)cc(C)c1,0.0,0.0
SYM-2081,C[C@H](C[C@H](N)C(O)=O)C(O)=O,0.0,0.0
sasapyrine,OC(=O)c1ccccc1OC(=O)c1ccccc1O,0.0,0.0
amezinium,COc1cc(N)cn[n+]1-c1ccccc1,0.0,0.0
CYT-997,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1,0.0,0.0
SB-452533,CCN(CCNC(=O)Nc1ccccc1Br)c1cccc(C)c1,0.0,0.0
lusaperidone,Cc1nc2ccccn2c(=O)c1CCN1CCc2oc3ccccc3c2C1,0.0,0.0
U-0124,CSC(=N)C(C#N)C(C#N)C(=N)SC,0.0,0.0
metoxibutropate,"COc1ccccc1OC(=O)[C@@H](C)c1ccc(CC(C)C)cc1 |&1:11,r|",0.0,0.0
dapansutrile,CS(=O)(=O)CCC#N,0.0,0.0
CB-10-277,CN(C)\N=N\c1ccc(cc1)C(O)=O,0.0,0.0
naquotinib,CCc1nc(C(N)=O)c(Nc2ccc(cc2)N2CCC(CC2)N2CCN(C)CC2)nc1O[C@@H]1CCN(C1)C(=O)C=C,0.0,0.0
benzyl-isothiocyanate,S=C=NCc1ccccc1,0.0,0.0
isoflupredone-acetate,"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |c:19,t:15|",0.0,0.0
ledipasvir,COC(=O)N[C@@H](C(C)C)C(=O)N1CC2(CC2)C[C@H]1c1nc(c[nH]1)-c1ccc2-c3ccc(cc3C(F)(F)c2c1)-c1ccc2nc([nH]c2c1)[C@@H]1[C@H]2CC[C@H](C2)N1C(=O)[C@@H](NC(=O)OC)C(C)C,0.0,0.0
capreomycin,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O)=C/NC(N)=O)[C@H]1CCN=C(N)N1 |t:43|,0.0,0.0
SU014813,Cc1[nH]c(\C=C2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,0.0,0.0
risedronate,OC(Cc1cccnc1)(P(O)(O)=O)P(O)(O)=O,0.0,0.0
alcaftadine,CN1CCC(CC1)=C1c2ncc(C=O)n2CCc2ccccc12,0.0,0.0
AZD3264,Cc1noc(C)c1-c1ccc(-c2cc(C(N)=O)c(NC(N)=O)s2)c(O[C@H]2CCNC2)c1,0.0,0.0
SGC-0946,CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12,0.0,0.0
selegiline,C[C@H](Cc1ccccc1)N(C)CC#C,0.0,0.0
pemetrexed,Nc1nc(=O)c2c(CCc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)c[nH]c2[nH]1,0.0,0.0
andrographolide,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C3/[C@H](O)COC3=O)C(=C)CC[C@H]12,0.0,0.0
clobetasol-propionate,"CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl |c:17,t:13|",0.0,0.0
CEP-37440,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3C[C@H](CCCc3c2OC)N2CCN(CCO)CC2)ncc1Cl,0.0,0.0
nitroflurbiprofen,"C[C@@H](C(=O)OCCCCO[N+]([O-])=O)c1ccc(c(F)c1)-c1ccccc1 |&1:1,r|",0.0,0.0
elafibranor,CSc1ccc(cc1)C(=O)\C=C\c1cc(C)c(OC(C)(C)C(O)=O)c(C)c1,0.0,0.0
SU11274,CN(c1cccc(Cl)c1)S(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c(C)c(C(=O)N4CCN(C)CC4)c3C)c2c1,0.0,0.0
edoxaban,CN(C)C(=O)[C@H]1CC[C@H](NC(=O)C(=O)Nc2ccc(Cl)cn2)[C@@H](C1)NC(=O)c1nc2CCN(C)Cc2s1,0.0,0.0
E-2001,Fc1ccc(cc1)C(=O)C1CCN(CC(=O)c2ccc3ccccc3c2)CC1,0.0,0.0
astilbin,C[C@@H]1O[C@@H](O[C@@H]2[C@H](Oc3cc(O)cc(O)c3C2=O)c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0
cefuroxime,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)c1ccco1 |c:16|,0.0,0.0
anethole,COc1ccc(\C=C\C)cc1,0.0,0.0
fumonisin-B1,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O,0.0,0.0
banoxantrone,C[N+](C)([O-])CCNc1ccc(NCC[N+](C)(C)[O-])c2C(=O)c3c(O)ccc(O)c3C(=O)c12,0.0,0.0
MC1568,Cn1c(\C=C\C(=O)NO)ccc1\C=C\C(=O)c1cccc(F)c1,0.0,0.0
fenoldopam,Oc1ccc(cc1)[C@H]1CNCCc2c(Cl)c(O)c(O)cc12 |&1:7|,0.0,0.0
benzofenac,OC(=O)Cc1ccc(OCc2ccccc2)c(Cl)c1,0.0,0.0
1400W,CC(=N)NCc1cccc(CN)c1,0.0,0.0
reversan,O=C(NCCCN1CCOCC1)c1cnn2c(cc(nc12)-c1ccccc1)-c1ccccc1,0.0,0.0
etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl |c:16|,0.0,0.0
asenapine,"[H][C@]12CN(C)C[C@]1([H])c1cc(Cl)ccc1Oc1ccccc21 |&1:1,6|",0.0,0.0
PCI-27483,NC(=N)c1ccc2nc([nH]c2c1)-c1cc(CC(=O)N[C@@H](CC(O)=O)C(O)=O)cc(c1O)-c1cc(ccc1O)S(N)(=O)=O,0.0,0.0
rufinamide,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0.0,0.0
fostemsavir,COc1cnc(-n2cnc(C)n2)c2n(COP(O)(O)=O)cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,0.0,0.0
tenilsetam,"O=C1NCCN[C@@H]1c1cccs1 |&1:6,r|",0.0,0.0
nicaraven,"C[C@@H](CNC(=O)c1cccnc1)NC(=O)c1cccnc1 |&1:1,r|",0.0,0.0
resminostat,CN(C)Cc1ccc(cc1)S(=O)(=O)n1ccc(\C=C\C(=O)NO)c1,0.0,0.0
clopidol,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,0.0,0.0
BMY-45778,OC(=O)COc1cccc(c1)-c1ocnc1-c1nc(c(o1)-c1ccccc1)-c1ccccc1,0.0,0.0
ELN-441958,Clc1cccc2CN(C(=O)c12)c1cccc(c1)C(=O)N1CCC2(CC1)CCN(CC2)c1ccncc1,0.0,0.0
A-987306,Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1 |t:14|,0.0,0.0
GSK2239633A,COc1cccc2n(Cc3cccc(CNC(=O)C(C)(C)O)c3)nc(NS(=O)(=O)c3ccc(Cl)s3)c12,0.0,0.0
BAY-41-2272,Nc1nc(ncc1C1CC1)-c1nn(Cc2ccccc2F)c2ncccc12,0.0,0.0
vigabatrin,N[C@@H](CCC(O)=O)C=C |&1:1|,0.0,0.0
CI-844,O(c1ccccc1)c1cccnc1,0.0,0.0
penicillin-v-potassium,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O,0.0,0.0
simeprevir,COc1ccc2c(O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(C)CCCC\C=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)cc(nc2c1C)-c1nc(cs1)C(C)C |c:22|,0.0,0.0
dynole-34-2,CCCCCCCCNC(=O)C(=C\c1cn(CCCN(C)C)c2ccccc12)\C#N,0.0,0.0
LY320135,COc1ccc(cc1)-c1oc2cc(OC)ccc2c1C(=O)c1ccc(cc1)C#N,0.0,0.0
phenformin,NC(N)=NC(=N)NCCc1ccccc1,0.0,0.0
citric-acid,OC(=O)CC(O)(CC(O)=O)C(O)=O,0.0,0.0
cediranib,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,0.0,0.0
KU-0063794,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1,0.0,0.0
SCH-23390,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,0.0,0.0
monensin,CC[C@]1(CC[C@@H](O1)[C@]1(C)CC[C@]2(C[C@H](O)[C@@H](C)[C@H](O2)[C@@H](C)[C@@H](OC)[C@H](C)C(O)=O)O1)[C@@H]1O[C@H](C[C@@H]1C)[C@H]1O[C@@](O)(CO)[C@H](C)C[C@@H]1C,0.0,0.0
Ro-4987655,OCCONC(=O)c1cc(CN2OCCCC2=O)c(F)c(F)c1Nc1ccc(I)cc1F,0.0,0.0
IDO5L,Nc1nonc1\C(NO)=N/c1ccc(F)c(Cl)c1,0.0,0.0
CL-218872,Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F,0.0,0.0
LXR-623,Fc1ccc(cc1)-c1n(Cc2ccc(F)cc2Cl)nc2c(cccc12)C(F)(F)F,0.0,0.0
lisadimate,"Nc1ccc(cc1)C(=O)OC[C@@H](O)CO |&1:11,r|",0.0,0.0
LY2828360,CN1CCN(CC1)c1nc(C)nc2n(C3CCOCC3)c(nc12)-c1ccccc1Cl,0.0,0.0
etoposide,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,0.0,0.0
pimecrolimus,CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC |c:3|,0.0,0.0
ranirestat,Fc1cc(Br)ccc1CN1C(=O)c2cccn2[C@@]2(CC(=O)NC2=O)C1=O,0.0,0.0
cryptotanshinone,C[C@H]1COC2=C1C(=O)C(=O)c1c3CCCC(C)(C)c3ccc21 |c:4|,0.0,0.0
bexagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(OCCOC3CC3)cc2)c1,0.0,0.0
moxidectin,"[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O |c:4,t:6,12,45|",0.0,0.0
rucaparib,CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23,0.0,0.0
lumefantrine,"CCCCN(CCCC)C[C@@H](O)c1cc(Cl)cc2\C(=C/c3ccc(Cl)cc3)c3cc(Cl)ccc3-c12 |&1:10,r|",0.0,0.0
FERb-033,O\N=C\c1ccc(c(Cl)c1O)-c1ccc(O)c(F)c1,0.0,0.0
AVL-292,COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1,0.0,0.0
ulipristal,"CN(C)c1ccc(cc1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(OC(C)=O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12 |t:29,36|",0.0,0.0
indomethacin,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c2c1,0.0,0.0
VX-702,NC(=O)N(c1ccc(C(N)=O)c(n1)-c1ccc(F)cc1F)c1c(F)cccc1F,0.0,0.0
etebenecid,CCN(CC)S(=O)(=O)c1ccc(cc1)C(O)=O,0.0,0.0
monocrotaline,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23 |t:10|,0.0,0.0
hexoprenaline,"O[C@@H](CNCCCCCCNC[C@@H](O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1 |&1:1,&2:12|",0.0,0.0
GSK461364,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F,0.0,0.0
clofedanol,"CN(C)CC[C@@](O)(c1ccccc1)c1ccccc1Cl |&1:5,r|",0.0,0.0
mephenytoin,"CC[C@]1(NC(=O)N(C)C1=O)c1ccccc1 |&1:2,r|",0.0,0.0
gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,0.0,0.0
go-6983,COc1ccc2n(CCCN(C)C)cc(C3=C(C(=O)NC3=O)c3c[nH]c4ccccc34)c2c1 |t:15|,0.0,0.0
mibefradil,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,0.0,0.0
SB-203186,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,0.0,0.0
ML298,Fc1cccc(c1)N1CNC(=O)C11CCN(CCNC(=O)c2ccc(F)c(F)c2)CC1,0.0,0.0
TH-588,Nc1nc(NC2CC2)cc(n1)-c1cccc(Cl)c1Cl,0.0,0.0
potassium-p-aminobenzoate,Nc1ccc(cc1)C(O)=O,0.0,0.0
macitentan-n-butyl-analogue,CCCCS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,0.0,0.0
carzenide,NS(=O)(=O)c1ccc(cc1)C(O)=O,0.0,0.0
manidipine,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1 |r,c:4,9|",0.0,0.0
emedastine,CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1,0.0,0.0
allicin,"C=CCS[S@@](=O)CC=C |&1:4,r|",0.0,0.0
palbociclib,CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,0.0,0.0
adrenosterone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O |t:9|,0.0,0.0
LY294002,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,0.0,0.0
BNC105,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)oc2c1O,0.0,0.0
aminomethyltransferase,"C[C@H]1CCN=C(N)S1 |&1:1,t:4|",0.0,0.0
cipamfylline,Nc1nc2n(CC3CC3)c(=O)n(CC3CC3)c(=O)c2[nH]1,0.0,0.0
cilofexor,OC(=O)c1ccnc(c1)N1CC(O)(C1)c1ccc(OCc2c(onc2-c2c(Cl)cccc2Cl)C2CC2)cc1Cl,0.0,0.0
eleclazine,FC(F)(F)Oc1ccc(cc1)-c1ccc2OCCN(Cc3ncccn3)C(=O)c2c1,0.0,0.0
IKK-16,O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,0.0,0.0
proacipimox,COCc1c[n+]([O-])c(C)cn1,0.0,0.0
chiniofon,Oc1c(I)cc(c2cccnc12)S(O)(=O)=O,0.0,0.0
LM-22A4,OCCNC(=O)c1cc(cc(c1)C(=O)NCCO)C(=O)NCCO,0.0,0.0
cephradine,"CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O |a:7,11,&1:4,c:17,t:1,14|",0.0,0.0
BRD7389,O=C1c2ccccc2-c2c(NCCc3ccccc3)c(=O)[nH]c3cccc1c23,0.0,0.0
xaliproden,FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1 |t:11|,0.0,0.0
BIBX-1382,CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,0.0,0.0
nifursol,Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,0.0,0.0
ornidazole,"Cc1ncc(n1C[C@@H](O)CCl)[N+]([O-])=O |&1:7,r|",0.0,0.0
beta-glycerophosphoric-acid,OCC(CO)OP(O)(O)=O,0.0,0.0
torcitabine,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,0.0,0.0
mivacurium,"COc1cc2CC[N@@+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N@@+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc3cc(OC)c(OC)c(OC)c3)[C@H](Cc3cc(OC)c(OC)c(OC)c3)c2cc1OC |a:41,55,&1:7,&2:27|",0.0,0.0
naftopidil,COc1ccccc1N1CCN(C[C@@H](O)COc2cccc3ccccc23)CC1 |&1:13|,0.0,0.0
ursolic-acid,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O |c:9|,0.0,0.0
spiramycin,"CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C |t:12,14|",0.0,0.0
E7820,Cc1ccc(NS(=O)(=O)c2cccc(c2)C#N)c2[nH]cc(C#N)c12,0.0,0.0
losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,0.0,0.0
gemigliptin,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCc2c(C1)nc(nc2C(F)(F)F)C(F)(F)F,0.0,0.0
gadodiamide,CNC(=O)CN1CCN2CCN(CC(=O)NC)CC(=O)O[Gd](OC(=O)C1)OC(=O)C2,0.0,0.0
nitrendipine,"CCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC |r,c:5,10|",0.0,0.0
