SMILES,Name,hit_inh,hit_kill
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO,selumetinib,False,False
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@](C)(O)[C@@H]1O)Oc1ccccc1,sofosbuvir-impurity-m,False,False
CC(=O)N1CC[N+](C)(C)CC1,"4-acetyl-1,1-dimethylpiperazinium",False,False
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,trioxsalen,False,False
"OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCC=C3[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O |c:14,t:8|",gentiopicrin,False,False
CC(=O)N(OCc1ccccc1)[C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C#N,Y-27152,False,False
OC(=O)C(=O)c1cn(Cc2ccccc2)c2ccc(cc12)-c1ccc(OC(F)(F)F)cc1,tiplaxtinin,False,False
COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1,GW-405833,False,False
CCOc1ccccc1C(O)=O,2-ethoxybenzoic-acid,False,False
Nc1ccc(cc1)C(O)=O,potassium-p-aminobenzoate,False,False
OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O,broxuridine,False,False
CCCCS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,macitentan-n-butyl-analogue,False,False
NS(=O)(=O)c1ccc(cc1)C(O)=O,carzenide,False,False
C(c1ccccc1)n1c(nc2ccccc12)N1CCNCC1,lerisetron,False,False
"CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C |a:4,5,13,15,17,22,25,&1:7|",colforsin,False,False
CC(C)(C)NC[C@@H](O)c1cc(Cl)c(N)c(c1)C(F)(F)F |&1:6|,mabuterol,False,False
"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1 |r,c:4,9|",manidipine,False,False
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,perospirone,False,False
COc1cc(cc(OC)c1OCc1ccccc1)C(=O)NCC1(CCCC1)N(C)C,ORG-25543,False,False
CN1CCN(CC1)c1ccc(C(=O)Nc2[nH]nc3ccc(Cc4cc(F)cc(F)c4)cc23)c(NC2CCOCC2)c1,entrectinib,False,False
"CCN1C(=O)CN=C2NC=C(N=C12)c1ccc(nc1C)-c1nnc[nH]1 |c:9,t:6,11|",CC-115,False,False
"CCC[C@@H](C)C1(CC=C)C(=O)NC(=S)NC1=O |&1:3,&2:5|",thiamylal,False,False
CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1,emedastine,False,False
CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,camphor-(+),False,False
CO[C@]1(NC(=O)CSC[C@@H](N)C(O)=O)[C@H]2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O |c:26|,cefminox,False,False
CC(C)OC(=O)N1CCC(CC1)Oc1ncnc2n(ncc12)-c1ccc(cc1F)S(C)(=O)=O,APD668,False,False
Nc1nc(N)c2nc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)cnc2n1,aminopterin,False,False
Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,imidafenacin,False,False
"C=CCS[S@@](=O)CC=C |&1:4,r|",allicin,False,False
N[C@H](C(O)=O)c1cc(O)cc(O)c1,"3,5-DHPG-(S)",False,False
CC(=O)c1c(C)c2cnc(Nc3ccc(cn3)N3CCNCC3)nc2n(C2CCCC2)c1=O,palbociclib,False,False
"C[C@@H](O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O |&1:1,r|",lisofylline,False,False
O=C(NCC(=O)N1CCCCC1)Nc1ccc2nnsc2c1,UNC2327,False,False
O[C@@H]1c2ccccc2CCC\C1=C/C(O)=O |&1:1|,NCS-382,False,False
OS(=O)(=O)Oc1ccc(cc1)C(c1ccc(OS(O)(=O)=O)cc1)c1ccccn1,sodium-picosulfate,False,False
O=C(NC1CCOCC1)c1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,GW-788388,False,False
Cc1nc(c[nH]1)-c1csc(NC(N)=N)n1,zaltidine,False,False
CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O,GSK1904529A,False,False
CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1 |c:23|,cefozopran,True,False
Nc1nc(=O)n(cc1F)[C@@H]1CS[C@H](CO)O1,emtricitabine,False,False
COc1cc(ccc1OCCN1CCCC1)-n1cnc2cc(sc2c1=O)-c1ccc(Cl)cc1,GW-803430,False,False
CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,fluvastatin,False,False
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O |t:9|,adrenosterone,False,False
CO\N=C(\C(=O)OC)c1ccccc1CO\N=C(/C)c1cccc(c1)C(F)(F)F,trifloxystrobin,False,False
"FC(F)OC(F)(F)[C@@H](F)Cl |&1:7,r|",enflurane,False,False
COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O)cc(O)c2c(=O)c1O,icaritin,False,False
Cc1ccc(cc1)S(=O)(=O)c1ccc(o1)[N+]([O-])=O,NSC-697923,False,False
O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCOCC1,LY294002,False,False
COc1cc2CCN3Cc4c(C[C@H]3c2cc1OC)ccc(OC)c4OC,rotundine,False,False
COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)oc2c1O,BNC105,False,False
C[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,quinaprilat,False,False
CC(C)N(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12)[C@@H]1C[C@H](CCc2nc3ccc(cc3[nH]2)C(C)(C)C)C1,EPZ-5676,False,False
"C[C@H]1CCN=C(N)S1 |&1:1,t:4|",aminomethyltransferase,False,False
Nc1nc2n(CC3CC3)c(=O)n(CC3CC3)c(=O)c2[nH]1,cipamfylline,False,False
OC(=O)c1ccnc(c1)N1CC(O)(C1)c1ccc(OCc2c(onc2-c2c(Cl)cccc2Cl)C2CC2)cc1Cl,cilofexor,False,False
Oc1ccc2ccccc2c1,beta-naphthol,False,False
NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N,benzamil,False,False
OC(=O)CCCCCCCCC(O)=O,disodium-sebacate,False,False
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,mirabegron,False,False
Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,dasatinib,False,False
CCC(C)(C)O,amylene-hydrate,False,False
NC(=O)c1c2NCC[C@@H](C3CCN(CC3)C(=O)C=C)n2nc1-c1ccc(Oc2ccccc2)cc1,zanubrutinib,False,False
OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,CX-4945,False,False
FC(F)(F)Oc1ccc(cc1)-c1ccc2OCCN(Cc3ncccn3)C(=O)c2c1,eleclazine,False,False
O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,IKK-16,False,False
CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,"[sar9,met(o2)11]-substance-p",False,False
Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1 |&1:7|,sulconazole,False,False
CNC[C@@H](O)c1ccc(O)cc1 |&1:3|,synephrine,False,False
COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1,PCI-34051,False,False
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,ZK-811752,False,False
FC(F)(F)c1ccccc1-n1ccnc1,TRIM,False,False
COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)cc1OC,arctigenin,False,False
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1 |&1:5|,chlorphenamine,False,False
CC(=O)Oc1cccc(O)c1,resorcinol-monoacetate,False,False
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3ccccc3C(=O)c12,ametantrone,False,False
Clc1ccc([C@@H](Cn2ccnc2)OCC=C)c(Cl)c1 |&1:5|,enilconazole,False,False
Fc1ccc2-c3ccc(F)cc3C3(NC(=O)NC3=O)c2c1,imirestat,False,False
Cc1cnc(c(C)c1)-c1cc(ncc1Cl)N1CCN(CC1)C(=O)CCS(C)(=O)=O,PF-5274857,False,False
[H][C@@]1(C[C@](C)(NCc2ccc(cc2)-c2ccc(Cl)cc2)[C@@H](O)[C@H](C)O1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@]3([H])c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@]1([H])C[C@](C)(N)[C@@H](O)[C@H](C)O1)[C@]1([H])NC(=O)[C@]([H])(NC3=O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@]([H])(NC1=O)C(O)=O,oritavancin,False,False
COCc1c[n+]([O-])c(C)cn1,proacipimox,False,False
"CCOC(=O)NNc1ccc(nn1)N(CC)C[C@@H](C)O |&1:17,r|",cadralazine,False,False
Clc1ccccc1CN1CCc2sccc2C1,ticlopidine,False,False
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,amsacrine,False,False
COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(nc2s1)C(F)(F)F,padsevonil,False,False
"COc1c(OCCCN2CCOCC2)ccc2C3=NCCN3C(NC(=O)c3cnc(N)nc3)=Nc12 |c:35,t:18|",copanlisib,False,False
O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c1ccc(O)c(O)c1,taxifolin,False,False
Fc1ccc(Nc2c(cnc3cnc(NCc4cccnc4)cc23)C#N)cc1Cl,TC-S-7006,False,False
C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1,GBR-12783,False,False
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,adenosine-triphosphate,False,False
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,saquinavir,False,False
"O[C@@H](NC(=O)N[C@@H](O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl |&1:1,&2:6,r|",dicloralurea,False,False
"Nc1c(c(nn1-c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)[S@@](=O)C(F)(F)F |&1:20,r|",fipronil,False,False
Oc1c(I)cc(c2cccnc12)S(O)(=O)=O,chiniofon,False,False
CN1CCN(CC1)c1ccc(Nc2nc(Oc3cccc(NC(=O)C=C)c3)c3sccc3n2)cc1,olmutinib,False,False
OC(=O)c1ccc(cc1)S(=O)(=O)N(Cl)Cl,halazone,False,False
CN([C@H](CN1CC[C@H](O)C1)c1ccccc1)C(=O)C(c1ccccc1)c1ccccc1,asimadoline,False,False
CCNCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,LY231617,False,False
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,thioridazine,False,False
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O)O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C(O)=O |t:18|,ammonium-glycyrrhizinate,False,False
CC(C)S(=O)(=O)NC[C@H](C)c1ccc(NC(=O)c2cc(F)cc(F)c2)cc1,LY450108,False,False
CC(C)[C@H](N1Cc2ccccc2C1=O)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(cc1)-c1scnc1C,VL285,False,False
CC(=O)Nc1ccccc1,acetanilide,False,False
Oc1ccc(O)c(c1)S(O)(=O)=O,etamsylate,False,False
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,azacitidine,False,False
Ic1ccc(NC(=N)NC2C3CC4CC(C3)CC2C4)cc1,IPAG,False,False
Cc1cc(ccc1Oc1ccc(SC(F)(F)F)cc1)-n1c(=O)[nH]c(=O)n(C)c1=O,toltrazuril,False,False
CN1C[C@@H](c2ccccc2)c2cccc(N)c2C1 |&1:3|,nomifensine,False,False
OCCNC(=O)c1cc(cc(c1)C(=O)NCCO)C(=O)NCCO,LM-22A4,False,False
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc(N)c4cc3Cn1c2=O,9-aminocamptothecin,False,False
COc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O,4-methylgenistein,False,False
C1CN=C(N1)c1ccc2ccccc2n1 |c:2|,BU-224,False,False
C[C@@](Cc1ccccc1)(NC(=O)CN)c1ccccc1 |&1:1|,remacemide,False,False
Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1,ABT-702,False,False
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1c[nH]c2ccccc12,tropisetron,False,False
CC(C)(C)c1ccc(CN(Cc2cccc(OCC(O)=O)c2)S(=O)(=O)c2cccnc2)cc1,evatanepag,False,False
"CCOC(=O)N1CSC[C@@H]1C(O)=O |&1:9,r|",telmesteine,False,False
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO,ilomastat,False,False
CCc1cc(Nc2nc(cs2)-c2ccc(c(F)c2)-n2cnc(C)c2)c(C)cc1C,NGP555,False,False
"CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)N[C@H]2[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]2O)c1I |a:19,23,26,28,&1:20|",metrizamide,False,False
Cc1cc(nnc1NCCN1CCOCC1)-c1ccccc1,minaprine,False,False
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@]34C)[C@@H]1CCC2=O,androsterone,False,False
"CC1=C(N2[C@@H](SC1)[C@H](NC(=O)[C@H](N)C1=CCC=CC1)C2=O)C(O)=O |a:7,11,&1:4,c:17,t:1,14|",cephradine,False,False
CN(C)CC[C@@H](c1ccccc1)c1ccccn1 |&1:5|,pheniramine,False,False
"OC(=O)CC[C@@H](CCCS)C(O)=O |&1:5,r|",2-(3-mercaptopropyl)pentanedioic-acid,False,False
OC(c1ccc(NC(=O)c2ccc(cc2)C(F)(F)F)cc1)(C(F)(F)F)C(F)(F)F,SR-1078,False,False
CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12,tracazolate,False,False
CC(C)(O)C(=O)N1CCN(CC1)c1ccc(c(c1)C1=C(C(=O)NC1=O)c1c[nH]c2ccccc12)C(F)(F)F |t:20|,TCS-21311,False,False
CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1,parbendazole,False,False
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,butalbital,False,False
O\N=C1/C(=O)Nc2c1ccc(Cl)c2Cl,NS-309,False,False
C1CCC(CC1)NSc1nc2ccccc2s1,N-cyclohexyl-2-benzothiazolesulfenamide,False,False
OP(O)(=O)CCN1CCCNc2c1c(=O)c2=O,perzinfotel,False,False
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C)C(=O)Oc1cccc(c1)[N+](C)(C)C,demecarium,False,False
O=C1c2ccccc2-c2c(NCCc3ccccc3)c(=O)[nH]c3cccc1c23,BRD7389,False,False
FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1 |t:11|,xaliproden,False,False
CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,BIBX-1382,False,False
CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1,XBD173,False,False
Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,nifursol,False,False
NC(CO)(CO)CO,trometamol,False,False
"Cc1ncc(n1C[C@@H](O)CCl)[N+]([O-])=O |&1:7,r|",ornidazole,False,False
CC(C)(S)[C@@H](N)C(O)=O,penicillamine-(D),False,False
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C=O,dextrose,False,False
[O-][N+](=O)c1cnc(s1)N1CCNC1=O,niridazole,True,False
"CCCCCN(CCCCC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1 |&1:13,r|",lorglumide,False,False
"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C |c:19,t:15|",prednisolone-acetate,False,False
OCC(CO)OP(O)(O)=O,beta-glycerophosphoric-acid,False,False
CC1(C)CCC(C)(C)c2cc(ccc12)C1(SCCS1)c1ccc2cc(ccc2c1)C(O)=O,MM-11253,False,False
[H][C@@]1(C[N@@]2CC[C@H]1CC2)OC(=O)N1CCc2ccccc2[C@@H]1c1ccccc1,solifenacin-succinate,False,False
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl,NVP-TAE226,False,False
C[C@H](Nc1ccc2-c3nc(cn3CCOc2c1)N1[C@@H](COC1=O)C(F)F)C(N)=O,GDC-0077,False,False
CCCCCCN(CCCCCC)C(=O)Cc1c([nH]c2ccc(Cl)cc12)-c1ccc(Cl)cc1,FGIN-1-43,False,False
CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O,trametinib,False,False
Brc1ccc(NC(=S)NCCc2ccccn2)nc1,trovirdine,False,False
Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,torcitabine,False,False
CCN(c1ccccc1)c1cc(=NC)n(C)c(C)n1,ZD-7288,False,False
"C[C@@H](SC(=O)c1cccs1)C(=O)NCC(O)=O |&1:1,r|",stepronin,False,False
Cc1cc(O)cc(C)c1Cl,chloroxylenol,False,False
Nc1ccc(\N=N\c2ccccc2)c(N)n1,phenazopyridine,False,False
CN1c2ccccc2C(=N[C@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)C1=O)c1ccccc1 |c:9|,BMS-906024,False,False
CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccccc3)=C(N2C1=O)C(O)=O)c1csc(N)n1)C(O)=O |c:21|,ceftazidime,False,False
COc1ccc(NS(=O)(=O)c2ccc(cc2)N=Nc2ccc(O)c(c2)C(O)=O)nn1,salazodine,False,False
COC(=O)\C=C\C(=O)OC,dimethyl-fumarate,False,False
"OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O |&1:2,&2:4,&3:27,&4:29,&5:31,r|",hyperin,False,False
"COc1cc2CC[N@@+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N@@+]3(C)CCc4cc(OC)c(OC)cc4[C@H]3Cc3cc(OC)c(OC)c(OC)c3)[C@H](Cc3cc(OC)c(OC)c(OC)c3)c2cc1OC |a:41,55,&1:7,&2:27|",mivacurium,False,False
Cc1cccc(Cc2cnc[nH]2)c1C,detomidine,False,False
NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc12,AMD11070,False,False
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)c(F)c3)c2cc1OC,KI-8751,False,False
COc1ccc(O)cc1,mequinol,False,False
Brc1c(NC2=NCCN2)ccc2nccnc12 |t:4|,brimonidine,False,False
OC(=O)[C@@]1(Cc2cccc(Nc3nccs3)n2)CC[C@@H](CC1)Oc1cccc(Cl)c1F |r|,MK-5108,False,False
CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12 |t:8|,clozapine,False,False
COc1ccccc1N1CCN(C[C@@H](O)COc2cccc3ccccc23)CC1 |&1:13|,naftopidil,False,False
Clc1ccc(CCCOCCCN2CCCCC2)cc1,pitolisant,False,False
"[H][C@@]12OC\C3=C/C=C/[C@H](C)[C@H](O[C@@]4([H])C[C@H](OC)[C@@H](O)[C@H](C)O4)\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(CC[C@H](C)[C@H](O5)C5CCCCC5)O4)OC(=O)[C@]([H])(C=C(C)\C1=N\O)[C@@]23O |c:4,t:6,25,56|",selamectin,False,False
"CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C |&1:4,&2:6,&3:9,r,TLB:3:4:7.8:11|",bornyl-acetate,False,False
CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,N-acetyl-D-glucosamine,False,False
C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O |c:9|,ursolic-acid,False,False
CN1CCN(CC1)c1cccc2[nH]c(=O)oc12,pardoprunox,False,False
COc1ccc(\C=C2/CCCN=C2c2cccnc2)c(OC)c1 |c:11|,GTS21,False,False
CC(=O)N1CCC(CC1)C(=O)N(CCCN1CCC(Cc2ccc(cc2)C(N)=O)CC1)c1ccc(C)c(Cl)c1,TAK-220,False,False
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,peramivir,False,False
"CC[C@@H](C)[C@@H](N)C(=O)NCCN1CCOCC1 |&1:2,&2:4,r|",LM11A-31,False,False
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,MG-132,False,False
O[C@H]1CC[C@@H](CC1)Nc1nc(nc2[nH]ccc12)-c1ccccc1 |r|,SLV-320,False,False
CC(C)c1cc(Oc2c(Cl)cc(cc2Cl)-n2nc(C#N)c(=O)[nH]c2=O)nnc1O,resmetirom,False,False
CC(C)c1c(NC(=O)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C,TC-FPR-43,False,False
"CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C |t:12,14|",spiramycin,False,False
[O-][N+](=O)c1cc(cc2c1sc(nc2=O)N1CCN(CC2CCCCC2)CC1)C(F)(F)F,macozinone,False,False
Cc1ccc(NS(=O)(=O)c2cccc(c2)C#N)c2[nH]cc(C#N)c12,E7820,False,False
Cc1ccc(CNc2ncnc3ccc(cc23)-c2ccc(CO)o2)o1,ML167,False,False
CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1,losartan,False,False
CCCN(CCC)Cc1nc(no1)-c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21,Ro-48-6791,False,False
Cc1ncc[nH]1,2-methylimidazole,False,False
N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCc2c(C1)nc(nc2C(F)(F)F)C(F)(F)F,gemigliptin,False,False
CNC(=O)CN1CCN2CCN(CC(=O)NC)CC(=O)O[Gd](OC(=O)C1)OC(=O)C2,gadodiamide,False,False
Cn1ncnc1COc1nn2c(nnc2cc1C1CCC1)-c1c(F)cccc1F,MRK-409,False,False
"CCOC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC |r,c:5,10|",nitrendipine,False,False
"Cc1ccccc1OC[C@@H](O)CO |&1:9,r|",mephenesin,False,False
"COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)S[C@@H]1C |r,t:25|",EMD-53998,False,False
"C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C\[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C |t:20,30|",cytochalasin-B,False,False
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,arachidonic-acid,False,False
COc1c2ccoc2cc2oc(=O)ccc12,bergapten,False,False
CCN1CCN(Cc2ccc(Nc3ncc(F)c(n3)-c3cc(F)c4nc(C)n(C(C)C)c4c3)nc2)CC1,abemaciclib,False,False
CCCCCCCC\C=C\C(O)=O,trans-2-undecenoic-acid,False,False
COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C,AZD8055,False,False
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,afamelanotide,False,False
"Nc1ncnc2n(cnc12)[C@H]1CCCO1 |&1:10,r|",SQ-22536,False,False
O=C(COc1ccc(cc1)C(=O)c1ccccc1)NC1CCN(Cc2ccccc2)CC1,adiporon,False,False
Clc1cccc(COc2ccccc2C(=C)n2ccnc2)c1,croconazole,False,False
CC(C)c1cc(c(C)cc1OI)-c1cc(C(C)C)c(OI)cc1C,thymol-iodide,False,False
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,alogliptin,False,False
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,perphenazine,False,False
CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,PCI-24781,False,False
CCN(CC)CCCNc1ccnc2cc(Cl)ccc12,AQ-13,False,False
CC#CCOC(=O)C1=CCCN(C)C1 |t:7|,arecaidine-but-2-ynyl-ester,False,False
